#Gene_families	nsample	Num_leaves_tree1	Num_leaves_tree2	Norm_RFdist
EOG091705UQ	19220	14	14	0.00000
EOG091705UR	19760	14	14	0.00000
EOG091705US	19330	13	13	0.00000
EOG091705UT	16590	6	6	0.00000
EOG091705UU	19900	13	13	0.00000
EOG091705UV	16710	19	19	0.00000
EOG091705UW	19930	14	14	0.00000
EOG091705UX	19420	13	13	0.05882
EOG091705UY	19680	11	11	0.00000
EOG091705UZ	19570	11	11	0.00000
EOG091705V0	19920	14	14	0.00000
EOG091705V4	19930	9	9	0.00000
EOG091705V5	19840	14	14	0.00000
EOG091705V6	19200	10	10	0.00000
EOG091705V7	19130	12	12	0.00000
EOG091705VB	19750	14	14	0.00000
EOG091705VC	16290	15	15	0.00000
EOG091705VD	19710	14	14	0.00000
EOG091705VE	19640	14	14	0.00000
EOG091705VG	18900	7	7	0.00000
EOG091705VH	19440	13	13	0.00000
EOG091705VI	18600	12	12	0.20000
EOG091705VJ	19490	8	8	0.00000
EOG091705VK	19770	14	14	0.00000
EOG091705VL	19530	14	14	0.00000
EOG091705VM	19700	14	14	0.00000
EOG091705VN	8820	16	16	0.04762
EOG091705VO	19020	11	11	0.00000
EOG091705VP	19130	14	14	0.00000
EOG091705VQ	19590	15	15	0.09091
EOG091705VR	19940	7	7	0.00000
EOG091705VT	19360	14	14	0.00000
EOG091705VU	19300	14	14	0.04762
EOG091705VW	19310	6	6	0.00000
EOG091705VX	19640	13	13	0.00000
EOG091705VY	19450	14	14	0.00000
EOG091705VZ	19810	14	14	0.00000
EOG091705W0	19660	13	13	0.05263
EOG091705W1	19310	16	16	0.00000
EOG091705W2	20000	4	4	0.00000
EOG091705W5	18930	11	11	0.00000
EOG091705W6	18770	13	13	0.00000
EOG091705W7	19490	13	13	0.00000
EOG091705W8	20000	4	4	0.00000
EOG091705WA	19570	15	15	0.12500
EOG091705WC	18970	14	14	0.00000
EOG091705WF	19600	8	8	0.00000
EOG091705WH	19290	14	14	0.04762
EOG091705WI	19380	12	12	0.00000
EOG091705WJ	19250	14	14	0.00000
EOG091705WK	19780	13	13	0.00000
EOG091705WL	19750	13	13	0.00000
EOG091705WM	18550	5	5	0.00000
EOG091705WN	19240	12	12	0.00000
EOG091705WO	18840	14	14	0.00000
EOG091705WP	18840	14	14	0.00000
EOG091705WQ	9860	17	17	0.00000
EOG091705WR	19350	14	14	0.00000
EOG091705WS	19900	14	14	0.04762
EOG091705WT	19240	14	14	0.04762
EOG091705WU	19150	14	14	0.00000
EOG091705WV	17640	6	6	0.00000
EOG091705WW	19180	14	14	0.00000
EOG091705WX	19010	15	15	0.00000
EOG091705WY	19290	13	13	0.00000
EOG091705WZ	19110	14	14	0.00000
EOG091705X0	19690	13	13	0.00000
EOG091705X1	19250	13	13	0.00000
EOG091705X2	19400	11	11	0.00000
EOG091705X3	19980	12	12	0.00000
EOG091705X4	18670	5	5	0.00000
EOG091705X5	19520	12	12	0.00000
EOG091705X6	19800	14	14	0.00000
EOG091705X7	19520	11	11	0.00000
EOG091705X8	6970	15	15	0.00000
EOG091705X9	19870	20	20	0.00000
EOG091705XB	20000	4	4	0.00000
EOG091705XC	19520	13	13	0.00000
EOG091705XD	19770	15	15	0.00000
EOG091705XE	19010	14	14	0.00000
EOG091705XF	18450	12	12	0.00000
EOG091705XG	18220	10	10	0.00000
EOG091705XH	19690	14	14	0.00000
EOG091705XJ	19300	14	14	0.00000
EOG091705XK	19760	13	13	0.00000
EOG091705XL	19010	14	14	0.00000
EOG091705XM	19720	13	13	0.00000
EOG091705XN	19110	13	13	0.11111
EOG091705XO	19070	14	14	0.00000
EOG091705XP	19250	13	13	0.00000
EOG091705XQ	19500	13	13	0.00000
EOG091705XR	19590	14	14	0.00000
EOG091705XS	19400	14	14	0.00000
EOG091705XT	19060	15	15	0.00000
EOG091705XU	18990	14	14	0.00000
EOG091705XV	19880	14	14	0.00000
EOG091705XW	18790	14	14	0.00000
EOG091705XX	19490	13	13	0.00000
EOG091705XY	20000	6	6	0.00000
EOG091705XZ	17450	11	11	0.00000
EOG091705Y0	19470	14	14	0.30000
EOG091705Y1	19590	11	11	0.00000
EOG091705Y2	17770	7	7	0.00000
EOG091705Y3	19020	12	12	0.06667
EOG091705Y4	18240	5	5	0.00000
EOG091705Y5	19240	13	13	0.00000
EOG091705Y6	19570	15	15	0.00000
EOG091705Y7	18520	14	14	0.00000
EOG091705Y8	18690	14	14	0.00000
EOG091705Y9	19970	14	14	0.00000
EOG091705YA	18740	17	17	0.00000
EOG091705YB	19430	14	14	0.00000
EOG091705YC	18990	14	14	0.04762
EOG091705YD	18500	21	21	0.03704
EOG091705YE	18950	14	14	0.00000
EOG091705YH	14490	21	21	0.00000
EOG091705YI	19990	8	8	0.00000
EOG091705YJ	19590	13	13	0.00000
EOG091705YK	19480	14	14	0.00000
EOG091705YL	19410	13	13	0.00000
EOG091705YM	19560	14	14	0.00000
EOG091705YN	19490	14	14	0.00000
EOG091705YO	19330	20	20	0.00000
EOG091705YP	19660	13	13	0.00000
EOG091705YQ	19790	14	14	0.00000
EOG091705YR	13550	14	14	0.00000
EOG091705YS	18100	13	13	0.00000
EOG091705YT	19110	14	14	0.04762
EOG091705YU	19250	11	11	0.06667
EOG091705YV	18310	4	4	NaN
EOG091705YW	19580	14	14	0.00000
EOG091705YX	19600	12	12	0.00000
EOG091705YY	19320	15	15	0.00000
EOG091705YZ	20000	5	5	0.00000
EOG091705Z0	20000	13	13	0.00000
EOG091705Z1	19550	14	14	0.00000
EOG091705Z2	11270	13	13	0.00000
EOG091705Z3	19880	14	14	0.00000
EOG091705Z4	19050	13	13	0.00000
EOG091705Z6	19350	14	14	0.00000
EOG091705Z7	18800	11	11	0.00000
EOG091705Z9	15230	15	15	0.00000
EOG091705ZA	19500	10	10	0.00000
EOG091705ZB	18850	7	7	0.00000
EOG091705ZC	19170	14	14	0.05263
EOG091705ZD	18920	4	4	0.00000
EOG091705ZE	20000	4	4	0.00000
EOG091705ZF	19170	15	15	0.00000
EOG091705ZG	16210	5	5	0.00000
EOG091705ZH	20000	8	8	0.00000
EOG091705ZI	18550	13	13	0.00000
EOG091705ZK	19780	14	14	0.00000
EOG091705ZL	20000	6	6	0.00000
EOG091705ZM	19690	14	14	0.00000
EOG091705ZN	18750	13	13	0.00000
EOG091705ZO	19990	12	12	0.00000
EOG091705ZP	19430	11	11	0.00000
EOG091705ZR	17750	13	13	0.00000
EOG091705ZS	18720	13	13	0.00000
EOG091705ZT	19420	14	14	0.00000
EOG091705ZU	19480	6	6	0.00000
EOG091705ZV	19070	14	14	0.00000
EOG091705ZW	18990	12	12	0.00000
EOG091705ZX	19060	13	13	0.06667
EOG091705ZY	19600	14	14	0.00000
EOG091705ZZ	18030	8	8	0.00000
EOG09170600	19360	13	13	0.00000
EOG09170601	19600	14	14	0.27273
EOG09170603	19380	10	10	0.00000
EOG09170605	19920	14	14	0.00000
EOG09170606	19620	15	15	0.00000
EOG09170607	15240	23	23	0.02564
EOG09170608	19450	7	7	0.14286
EOG09170609	19560	14	14	0.00000
EOG0917060A	19510	13	13	0.20000
EOG0917060B	19150	12	12	0.00000
EOG0917060D	17720	14	14	0.00000
EOG0917060E	19510	13	13	0.00000
EOG0917060F	19730	13	13	0.05263
EOG0917060G	19630	12	12	0.00000
EOG0917060H	19860	14	14	0.00000
EOG0917060I	17200	5	5	0.00000
EOG0917060J	18310	9	9	0.00000
EOG0917060K	19880	13	13	0.00000
EOG0917060M	18910	7	7	0.00000
EOG0917060N	17670	14	14	0.00000
EOG0917060P	19730	13	13	0.00000
EOG0917060Q	19550	13	13	0.00000
EOG0917060R	17460	24	24	0.00000
EOG0917060S	19370	13	13	0.00000
EOG0917060V	19280	12	12	0.06667
EOG0917060W	19810	10	10	0.00000
EOG0917060X	16270	4	4	0.00000
EOG0917060Y	19730	13	13	0.00000
EOG0917060Z	18800	6	6	0.00000
EOG09170611	16620	5	5	0.00000
EOG09170612	18870	13	13	0.00000
EOG09170613	19800	14	14	0.04762
EOG09170614	19050	8	8	0.00000
EOG09170615	19620	12	12	0.00000
EOG09170616	19300	16	16	0.00000
EOG09170617	18450	14	14	0.00000
EOG09170618	19310	10	10	0.00000
EOG09170619	20000	4	4	0.00000
EOG0917061A	19770	13	13	0.00000
EOG0917061B	19140	6	6	0.00000
EOG0917061C	19330	13	13	0.00000
EOG0917061E	17840	22	22	0.00000
EOG0917061F	18180	13	13	0.30000
EOG0917061H	18800	12	12	0.00000
EOG0917061I	19910	14	14	0.00000
EOG0917061J	18870	15	15	0.00000
EOG0917061K	18890	14	14	0.00000
EOG0917061L	18920	9	9	0.00000
EOG0917061M	19210	14	14	0.00000
EOG0917061N	18960	12	12	0.00000
EOG0917061O	19310	13	13	0.00000
EOG0917061P	19170	11	11	0.00000
EOG0917061Q	19630	14	14	0.00000
EOG0917061R	19720	13	13	0.00000
EOG0917061S	19640	14	14	0.00000
EOG0917061T	19770	14	14	0.00000
EOG0917061U	19000	14	14	0.04762
EOG0917061V	19460	12	12	0.00000
EOG0917061Y	19600	7	7	0.00000
EOG0917061Z	19440	4	4	0.00000
EOG09170620	15070	12	12	0.00000
EOG09170621	19020	38	38	0.00000
EOG09170622	18780	14	14	0.00000
EOG09170623	19250	13	13	0.33333
EOG09170624	19370	14	14	0.00000
EOG09170625	19560	13	13	0.00000
EOG09170626	19920	14	14	0.05263
EOG09170627	20000	7	7	0.00000
EOG09170629	19850	15	15	0.00000
EOG0917062B	19790	14	14	0.00000
EOG0917062C	18960	14	14	0.00000
EOG0917062D	18890	14	14	0.00000
EOG0917062E	19390	14	14	0.09091
EOG0917062F	17820	10	10	0.00000
EOG0917062G	19200	9	9	0.00000
EOG0917062I	19180	14	14	0.00000
EOG0917062J	17740	6	6	0.00000
EOG0917062K	19050	13	13	0.05263
EOG0917062L	18920	17	17	0.00000
EOG0917062M	18350	13	13	0.16667
EOG0917062N	19240	13	13	0.00000
EOG0917062P	19760	14	14	0.00000
EOG0917062Q	19760	12	12	0.00000
EOG0917062R	19510	11	11	0.07692
EOG0917062S	19980	6	6	0.00000
EOG0917062T	19930	14	14	0.00000
EOG0917062U	19330	7	7	0.00000
EOG0917062V	19880	13	13	0.00000
EOG0917062W	12730	16	16	0.00000
EOG0917062X	19140	14	14	0.00000
EOG0917062Y	19560	15	15	0.13043
EOG0917062Z	19970	13	13	0.00000
EOG09170630	19770	13	13	0.00000
EOG09170631	19160	13	13	0.00000
EOG09170632	19790	14	14	0.00000
EOG09170633	19020	8	8	0.00000
EOG09170634	19960	6	6	0.00000
EOG09170635	19180	14	14	0.00000
EOG09170636	19540	12	12	0.12500
EOG09170637	19300	14	14	0.00000
EOG0917063B	18990	12	12	0.00000
EOG0917063C	19980	10	10	0.00000
EOG0917063D	19150	13	13	0.00000
EOG0917063E	18030	12	12	0.00000
EOG0917063F	19390	12	12	0.00000
EOG0917063G	18090	13	13	0.00000
EOG0917063H	19730	10	10	0.00000
EOG0917063I	16530	5	5	0.00000
EOG0917063J	16460	13	13	0.00000
EOG0917063K	17860	16	16	0.00000
EOG0917063N	19870	15	15	0.04348
EOG0917063O	18140	14	14	0.00000
EOG0917063P	19790	14	14	0.00000
EOG0917063Q	19410	13	13	0.00000
EOG0917063R	19910	10	10	0.00000
EOG0917063S	19640	6	6	0.00000
EOG0917063T	19610	14	14	0.00000
EOG0917063U	18720	13	13	0.00000
EOG0917063V	16080	9	9	0.00000
EOG0917063Y	20000	9	9	0.00000
EOG0917063Z	19240	8	8	0.14286
EOG09170640	15130	14	14	0.00000
EOG09170642	19410	14	14	0.05263
EOG09170643	19690	12	12	0.00000
EOG09170645	18960	5	5	0.00000
EOG09170646	19500	13	13	0.00000
EOG09170647	19690	11	11	0.00000
EOG09170648	19500	13	13	0.00000
EOG09170649	18920	6	6	0.00000
EOG0917064A	19760	11	11	0.00000
EOG0917064B	18600	5	5	0.00000
EOG0917064C	13270	14	14	0.04762
EOG0917064D	19470	7	7	0.14286
EOG0917064E	19760	15	15	0.00000
EOG0917064G	19850	4	4	0.00000
EOG0917064H	19020	6	6	0.00000
EOG0917064I	19480	14	14	0.04762
EOG0917064J	19460	12	12	0.00000
EOG0917064K	19910	14	14	0.00000
EOG0917064L	18730	13	13	0.00000
EOG0917064M	16970	23	23	0.00000
EOG0917064N	19760	13	13	0.00000
EOG0917064O	19970	11	11	0.00000
EOG0917064P	19930	7	7	0.00000
EOG0917064Q	19610	13	13	0.00000
EOG0917064R	18760	14	14	0.00000
EOG0917064S	17680	6	6	0.00000
EOG0917064T	19540	9	9	0.00000
EOG0917064U	16440	14	14	0.00000
EOG0917064V	20000	5	5	0.00000
EOG0917064X	19570	12	12	0.00000
EOG0917064Y	19040	14	14	0.00000
EOG0917064Z	19430	13	13	0.00000
EOG09170652	19100	9	9	0.00000
EOG09170653	18990	11	11	0.00000
EOG09170654	19160	13	13	0.00000
EOG09170655	17730	17	17	0.04348
EOG09170656	19940	13	13	0.00000
EOG09170657	19430	13	13	0.00000
EOG09170658	19200	14	14	0.00000
EOG09170659	18730	12	12	0.05882
EOG0917065A	19680	14	14	0.00000
EOG0917065B	18550	8	8	0.00000
EOG0917065C	19600	14	14	0.00000
EOG0917065F	18650	6	6	0.00000
EOG0917065G	18880	9	9	0.00000
EOG0917065H	19260	14	14	0.00000
EOG0917065I	18920	13	13	0.00000
EOG0917065J	19970	11	11	0.00000
EOG0917065L	19200	14	14	0.00000
EOG0917065M	19880	13	13	0.00000
EOG0917065N	18830	13	13	0.00000
EOG0917065O	18900	13	13	0.00000
EOG0917065P	19740	13	13	0.00000
EOG0917065Q	19340	15	15	0.00000
EOG0917065R	18380	8	8	0.00000
EOG0917065T	19090	5	5	NaN
EOG0917065U	19280	13	13	0.00000
EOG0917065V	19540	5	5	0.00000
EOG0917065X	19020	11	11	0.06667
EOG0917065Y	18570	14	14	0.00000
EOG0917065Z	19650	8	8	0.00000
EOG09170660	19480	13	13	0.00000
EOG09170661	19860	7	7	0.00000
EOG09170662	17860	4	4	1.00000
EOG09170663	14030	17	17	0.00000
EOG09170664	19250	9	9	0.11111
EOG09170665	16460	15	15	0.00000
EOG09170666	18420	14	14	0.00000
EOG09170667	19810	13	13	0.00000
EOG0917066A	19380	11	11	0.00000
EOG0917066D	19610	13	13	0.00000
EOG0917066F	17640	8	8	0.20000
EOG0917066G	18720	16	16	0.00000
EOG0917066H	19980	14	14	0.00000
EOG0917066I	20000	5	5	0.00000
EOG0917066J	19710	7	7	0.00000
EOG0917066K	19230	13	13	0.12500
EOG0917066L	19590	12	12	0.00000
EOG0917066M	17660	14	14	0.04762
EOG0917066N	19220	6	6	0.00000
EOG0917066O	19150	13	13	0.00000
EOG0917066P	19800	11	11	0.00000
EOG0917066Q	16600	14	14	0.00000
EOG0917066R	18160	13	13	0.00000
EOG0917066S	19430	13	13	0.00000
EOG0917066T	20000	15	15	0.00000
EOG0917066U	20000	8	8	0.00000
EOG0917066V	18340	17	17	0.00000
EOG0917066W	19710	13	13	0.00000
EOG0917066X	20000	4	4	0.00000
EOG0917066Y	18870	13	13	0.00000
EOG0917066Z	19350	14	14	0.00000
EOG09170670	10410	13	13	0.00000
EOG09170672	17530	5	5	0.00000
EOG09170673	19410	8	8	0.00000
EOG09170674	18240	14	14	0.00000
EOG09170675	19540	14	14	0.11111
EOG09170676	19370	13	13	0.00000
EOG09170677	19500	14	14	0.00000
EOG09170678	18280	16	16	0.00000
EOG0917067A	20000	4	4	0.00000
EOG0917067B	19260	14	14	0.00000
EOG0917067C	16690	13	13	0.00000
EOG0917067D	14800	14	14	0.00000
EOG0917067F	18990	14	14	0.00000
EOG0917067G	19510	12	12	0.00000
EOG0917067H	19600	14	14	0.00000
EOG0917067I	18690	13	13	0.00000
EOG0917067J	20000	4	4	0.00000
EOG0917067K	19790	14	14	0.00000
EOG0917067L	19470	6	6	0.00000
EOG0917067M	19600	16	16	0.00000
EOG0917067N	19470	14	14	0.00000
EOG0917067O	19800	10	10	0.00000
EOG0917067P	19300	6	6	0.00000
EOG0917067Q	19300	5	5	0.00000
EOG0917067R	19600	15	15	0.00000
EOG0917067S	20000	4	4	0.00000
EOG0917067U	19970	6	6	0.00000
EOG0917067V	19540	14	14	0.20000
EOG0917067W	19640	15	15	0.25000
EOG0917067X	19050	14	14	0.00000
EOG0917067Y	16950	13	13	0.00000
EOG0917067Z	19980	7	7	0.00000
EOG09170680	20000	4	4	0.00000
EOG09170681	19470	14	14	0.00000
EOG09170682	19860	15	15	0.08333
EOG09170683	20000	5	5	0.00000
EOG09170685	19600	14	14	0.00000
EOG09170686	19160	9	9	0.00000
EOG09170687	19990	13	13	0.00000
EOG09170688	19800	12	12	0.00000
EOG09170689	18860	11	11	0.00000
EOG0917068A	19850	11	11	0.00000
EOG0917068B	19630	15	15	0.00000
EOG0917068C	19850	14	14	0.00000
EOG0917068E	18980	16	16	0.00000
EOG0917068F	20000	9	9	0.00000
EOG0917068G	19810	10	10	0.00000
EOG0917068H	19180	15	15	0.00000
EOG0917068I	19680	8	8	0.00000
EOG0917068J	19170	14	14	0.00000
EOG0917068K	19840	14	14	0.00000
EOG0917068L	19470	14	14	0.00000
EOG0917068M	19290	12	12	0.00000
EOG0917068N	18950	22	22	0.14286
EOG0917068O	19770	9	9	0.00000
EOG0917068P	18550	6	6	0.00000
EOG0917068Q	18720	13	13	0.00000
EOG0917068R	18950	15	15	0.00000
EOG0917068S	19160	13	13	0.00000
EOG0917068T	18330	12	12	0.00000
EOG0917068U	19950	14	14	0.00000
EOG0917068V	19900	12	12	0.00000
EOG0917068W	18700	14	14	0.00000
EOG0917068X	19620	9	9	0.00000
EOG0917068Y	18920	14	14	0.00000
EOG0917068Z	19150	17	17	0.00000
EOG09170690	19940	13	13	0.00000
EOG09170691	19690	11	11	0.00000
EOG09170692	19750	14	14	0.00000
EOG09170693	17780	15	15	0.00000
EOG09170694	19880	9	9	0.00000
EOG09170695	19530	13	13	0.00000
EOG09170696	18490	14	14	0.00000
EOG09170697	19430	14	14	0.00000
EOG09170698	19300	13	13	0.00000
EOG09170699	19360	13	13	0.00000
EOG0917069A	19070	13	13	0.00000
EOG0917069B	19690	14	14	0.00000
EOG0917069C	19470	15	15	0.25000
EOG0917069D	19050	14	14	0.00000
EOG0917069E	19550	14	14	0.00000
EOG0917069F	19020	16	16	0.00000
EOG0917069G	19780	13	13	0.00000
EOG0917069H	13710	14	14	0.15789
EOG0917069I	19130	6	6	0.00000
EOG0917069J	18960	12	12	0.00000
EOG0917069K	18870	9	9	0.00000
EOG0917069L	18950	17	17	0.00000
EOG0917069M	20000	4	4	0.00000
EOG0917069N	19730	13	13	0.00000
EOG0917069O	19740	9	9	0.00000
EOG0917069P	3760	14	14	0.00000
EOG0917069R	17580	14	14	0.00000
EOG0917069S	19300	16	16	0.00000
EOG0917069U	19270	11	11	0.07692
EOG0917069V	19730	15	15	0.08333
EOG0917069W	20000	4	4	0.00000
EOG0917069X	18810	12	12	0.00000
EOG0917069Y	19670	15	15	0.00000
EOG0917069Z	18030	15	15	0.00000
EOG091706A0	18800	14	14	0.00000
EOG091706A1	19480	14	14	0.00000
EOG091706A2	18840	8	8	0.00000
EOG091706A3	20000	11	11	0.00000
EOG091706A4	19560	5	5	0.00000
EOG091706A6	19100	14	14	0.00000
EOG091706A7	19180	13	13	0.00000
EOG091706A8	16720	15	15	0.00000
EOG091706A9	19530	14	14	0.00000
EOG091706AA	19060	13	13	0.00000
EOG091706AB	19330	15	15	0.00000
EOG091706AC	19170	13	13	0.00000
EOG091706AD	18450	7	7	0.00000
EOG091706AE	19580	29	29	0.02041
EOG091706AF	19450	13	13	0.00000
EOG091706AG	18680	7	7	0.00000
EOG091706AH	15350	12	12	0.00000
EOG091706AI	19590	12	12	0.00000
EOG091706AK	19140	14	14	0.00000
EOG091706AL	10010	14	14	0.00000
EOG091706AM	19630	14	14	0.00000
EOG091706AN	19820	14	14	0.00000
EOG091706AO	18320	14	14	0.00000
EOG091706AP	18330	14	14	0.00000
EOG091706AQ	15290	13	13	0.00000
EOG091706AR	19680	14	14	0.00000
EOG091706AS	19080	13	13	0.00000
EOG091706AT	18630	9	9	0.00000
EOG091706AU	19410	14	14	0.00000
EOG091706AV	18860	14	14	0.11111
EOG091706AW	19450	11	11	0.00000
EOG091706AX	19760	7	7	0.00000
EOG091706AZ	18130	15	15	0.14286
EOG091706B0	17370	13	13	0.00000
EOG091706B1	19320	13	13	0.00000
EOG091706B2	18710	6	6	0.00000
EOG091706B3	19730	11	11	0.00000
EOG091706B4	19390	15	15	0.00000
EOG091706B5	19170	15	15	0.00000
EOG091706B6	19130	13	13	0.00000
EOG091706B7	19200	6	6	0.00000
EOG091706BA	18730	14	14	0.00000
EOG091706BB	19570	13	13	0.05882
EOG091706BC	18570	14	14	0.00000
EOG091706BD	19680	13	13	0.00000
EOG091706BE	19650	14	14	0.18182
EOG091706BG	19810	13	13	0.00000
EOG091706BH	19700	13	13	0.00000
EOG091706BI	19490	12	12	0.00000
EOG091706BJ	18620	14	14	0.00000
EOG091706BK	19630	13	13	0.00000
EOG091706BL	18440	14	14	0.00000
EOG091706BM	20000	5	5	0.00000
EOG091706BN	19280	14	14	0.00000
EOG091706BO	19300	8	8	0.00000
EOG091706BP	18560	13	13	0.00000
EOG091706BQ	20000	4	4	0.00000
EOG091706BR	18780	8	8	0.00000
EOG091706BS	19340	14	14	0.00000
EOG091706BT	19230	6	6	0.00000
EOG091706BU	19770	9	9	0.00000
EOG091706BV	18050	12	12	0.00000
EOG091706BW	19570	14	14	0.00000
EOG091706BX	20000	5	5	0.00000
EOG091706BY	19200	14	14	0.00000
EOG091706BZ	19290	8	8	0.00000
EOG091706C1	18730	10	10	0.00000
EOG091706C2	19110	13	13	0.00000
EOG091706C3	19520	15	15	0.00000
EOG091706C4	19170	14	14	0.00000
EOG091706C5	13600	12	12	0.00000
EOG091706C7	18640	5	5	0.00000
EOG091706C8	19890	14	14	0.00000
EOG091706C9	19250	13	13	0.11111
EOG091706CA	19450	13	13	0.00000
EOG091706CB	13160	5	5	0.00000
EOG091706CC	19350	5	5	0.00000
EOG091706CD	19720	8	8	0.00000
EOG091706CE	19260	14	14	0.00000
EOG091706CF	19840	12	12	0.00000
EOG091706CG	17440	14	14	0.00000
EOG091706CH	19410	14	14	0.00000
EOG091706CI	19820	14	14	0.00000
EOG091706CJ	17610	12	12	0.00000
EOG091706CK	18570	9	9	0.00000
EOG091706CL	19650	13	13	0.00000
EOG091706CN	19310	14	14	0.00000
EOG091706CO	18930	14	14	0.22222
EOG091706CP	19340	15	15	0.00000
EOG091706CQ	19500	14	14	0.23810
EOG091706CR	19710	13	13	0.00000
EOG091706CS	19670	14	14	0.00000
EOG091706CT	18880	11	11	0.07692
EOG091706CU	19570	12	12	0.00000
EOG091706CY	19800	14	14	0.00000
EOG091706CZ	18450	15	15	0.00000
EOG091706D1	18520	14	14	0.00000
EOG091706D2	19740	14	14	0.00000
EOG091706D3	19440	14	14	0.00000
EOG091706D4	19010	14	14	0.00000
EOG091706D6	19580	14	14	0.00000
EOG091706D7	18660	14	14	0.00000
EOG091706D8	19240	11	11	0.00000
EOG091706D9	19110	13	13	0.00000
EOG091706DA	19710	14	14	0.00000
EOG091706DB	20000	5	5	0.00000
EOG091706DC	17430	22	22	0.00000
EOG091706DD	19840	8	8	0.00000
EOG091706DE	19640	10	10	0.00000
EOG091706DI	19120	14	14	0.00000
EOG091706DJ	19340	12	12	0.00000
EOG091706DK	19990	7	7	0.00000
EOG091706DL	19480	14	14	0.00000
EOG091706DM	19990	6	6	0.00000
EOG091706DN	19510	13	13	0.00000
EOG091706DO	17500	13	13	0.00000
EOG091706DP	19700	6	6	0.00000
EOG091706DQ	19920	14	14	0.00000
EOG091706DS	19610	15	15	0.00000
EOG091706DU	19050	12	12	0.00000
EOG091706DV	18190	13	13	0.11111
EOG091706DW	19130	14	14	0.00000
EOG091706DY	18990	11	11	0.00000
EOG091706DZ	19320	13	13	0.00000
EOG091706E0	19570	9	9	0.00000
EOG091706E1	19170	6	6	0.00000
EOG091706E2	19330	5	5	0.00000
EOG091706E3	19480	13	13	0.00000
EOG091706E4	19410	13	13	0.11111
EOG091706E5	19030	13	13	0.00000
EOG091706E6	18380	13	13	0.05263
EOG091706E7	19470	13	13	0.00000
EOG091706E8	20000	6	6	0.00000
EOG091706E9	19490	14	14	0.00000
EOG091706EA	19490	15	15	0.00000
EOG091706EB	19590	7	7	0.00000
EOG091706EC	19620	13	13	0.00000
EOG091706ED	18930	9	9	0.00000
EOG091706EE	19210	7	7	0.00000
EOG091706EF	19140	14	14	0.00000
EOG091706EG	19620	13	13	0.00000
EOG091706EH	19890	6	6	0.00000
EOG091706EI	18340	12	12	0.00000
EOG091706EJ	12980	12	12	0.00000
EOG091706EK	19400	11	11	0.00000
EOG091706EM	17770	17	17	0.25000
EOG091706EN	19570	13	13	0.00000
EOG091706EO	19010	12	12	0.00000
EOG091706EP	18930	13	13	0.00000
EOG091706EQ	19210	8	8	0.00000
EOG091706ER	18750	14	14	0.00000
EOG091706ES	19130	14	14	0.00000
EOG091706ET	19730	13	13	0.00000
EOG091706EV	19370	12	12	0.00000
EOG091706EW	19670	13	13	0.00000
EOG091706EX	19460	13	13	0.00000
EOG091706EY	19610	14	14	0.00000
EOG091706EZ	19630	13	13	0.00000
EOG091706F0	19740	14	14	0.00000
EOG091706F1	19640	14	14	0.00000
EOG091706F2	19290	15	15	0.00000
EOG091706F3	16410	4	4	0.00000
EOG091706F4	19020	13	13	0.00000
EOG091706F5	19190	13	13	0.00000
EOG091706F6	18830	14	14	0.00000
EOG091706F7	19410	13	13	0.00000
EOG091706F8	19740	13	13	0.00000
EOG091706FA	17850	5	5	0.00000
EOG091706FB	18210	9	9	0.00000
EOG091706FC	18340	4	4	0.00000
EOG091706FD	19550	14	14	0.00000
EOG091706FE	19360	14	14	0.00000
EOG091706FF	18460	15	15	0.00000
EOG091706FG	19530	11	11	0.00000
EOG091706FH	19140	14	14	0.00000
EOG091706FI	19670	13	13	0.00000
EOG091706FJ	15460	13	13	0.00000
EOG091706FK	19150	14	14	0.00000
EOG091706FM	18780	13	13	0.00000
EOG091706FO	18950	13	13	0.00000
EOG091706FP	19780	10	10	0.00000
EOG091706FQ	17390	12	12	0.00000
EOG091706FR	17580	13	13	0.00000
EOG091706FS	19930	15	15	0.04348
EOG091706FT	19950	10	10	0.00000
EOG091706FV	19400	13	13	0.00000
EOG091706FW	19680	13	13	0.00000
EOG091706FX	19090	13	13	0.00000
EOG091706FY	18680	14	14	0.00000
EOG091706FZ	19310	14	14	0.00000
EOG091706G0	19000	10	10	0.00000
EOG091706G1	19790	12	12	0.00000
EOG091706G2	19820	14	14	0.00000
EOG091706G3	19610	17	17	0.00000
EOG091706G4	16200	14	14	0.00000
EOG091706G5	18970	13	13	0.00000
EOG091706G6	17160	15	15	0.00000
EOG091706G8	18310	15	15	0.09091
EOG091706G9	19460	8	8	0.00000
EOG091706GA	19460	8	8	0.00000
EOG091706GB	19540	5	5	0.00000
EOG091706GC	19590	14	14	0.00000
EOG091706GD	19280	14	14	0.00000
EOG091706GF	19180	13	13	0.00000
EOG091706GG	19990	13	13	0.00000
EOG091706GH	17610	10	10	0.00000
EOG091706GI	19220	8	8	0.00000
EOG091706GJ	19620	6	6	0.00000
EOG091706GK	18840	15	15	0.00000
EOG091706GL	19730	10	10	0.00000
EOG091706GM	18740	13	13	0.00000
EOG091706GQ	17410	14	14	0.00000
EOG091706GR	17990	23	23	0.00000
EOG091706GS	19270	16	16	0.00000
EOG091706GT	19630	15	15	0.00000
EOG091706GU	19480	14	14	0.00000
EOG091706GV	18550	14	14	0.00000
EOG091706GW	19000	13	13	0.36842
